Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
31.97578287,0.176830399,8.506212412,-1.512815607,8.641500428
31.98578387,1.676332262,9.026219918,-1.282654581,9.269732393
31.99578587,2.456162404,8.83090362,-1.144620531,9.237302022
32.00578787,2.349577602,7.578296126,-0.53301471,7.95205582
32.01578887,1.687420629,5.783428377,0.437633686,6.040443313
32.02579087,0.77210977,3.796066781,1.052097698,4.014123325
32.03579287,0.010705119,2.176529548,1.841660092,2.851158951
32.04579387,-0.697038099,0.7680347,3.160803053,3.326622213
32.05579587,-1.333944895,-0.408871232,4.156847003,4.384741917
32.06579787,-1.409666776,-1.41645057,4.595909749,5.011574508
32.07579887,-0.594657958,-1.836037409,5.949636067,6.254823801
32.08580087,1.430572765,-1.590032183,7.052577644,7.369775587
32.09580287,3.376373522,-1.069582627,7.082190283,7.918416784
32.10580387,3.737262502,-0.881366603,6.443180244,7.500567296
32.11580587,2.789389376,-1.43742921,4.089105256,5.15438431
32.12580787,3.288914963,-2.682259907,2.858661633,5.116974318
32.13580887,6.716066875,-3.365597688,5.615541952,9.379078498
32.14581087,9.927166507,-1.667990186,8.675704483,13.2890434
32.15581287,7.149206391,0.387427154,9.572724667,11.95400809
32.16581387,2.265521831,1.632191777,6.687504981,7.247024357
32.17581587,0.2150715,1.94347298,4.833807811,5.214311165
32.18581787,-0.053089959,2.412329044,4.71169222,5.293599299
32.19581887,0.626581855,3.045175533,3.38093435,4.593083488
32.20582087,0.984189598,3.256865205,1.341082883,3.657089475
32.21582287,1.100138057,3.573380835,0.430260274,3.763572537
32.22582387,1.379643955,3.402990632,-0.414554287,3.695350855
32.23582587,1.2957234,2.206293629,-1.101887324,2.7858188
32.24582787,1.414110075,-0.040505417,-1.289515119,1.914209298
32.25582887,0.652849302,-4.85910462,0.116544948,4.904150552
32.26583087,-3.481312916,-12.93989526,3.012712376,13.73451363
32.27583187,-9.160850304,-21.94528564,4.616087905,24.22447125
32.28583387,-13.44349489,-28.03774989,2.890709637,31.22817919
32.29583587,-15.77297298,-29.1902244,0.774225731,33.18818016
32.30583687,-14.22201657,-21.56429744,-0.651331877,25.8400641
32.31583887,-9.328413963,-10.14607457,-3.106945811,14.12852605
32.32584087,-5.05954074,-4.320219378,-4.500668838,8.032388684
32.33584187,-0.621431774,-2.234222855,-5.418669709,5.89405723
32.34584387,4.622663099,-0.725556432,-7.135239147,8.532706719
32.35584587,10.59750417,1.130008339,-8.980283607,13.93662467
32.36584687,14.64513513,3.496024511,-10.46136111,18.33418246
32.37584887,15.3399048,6.056012707,-12.37140322,20.61648823
32.38585087,14.47086705,6.470466276,-12.40817051,20.13046504
32.39585187,12.33098259,6.671132192,-9.713101696,17.05583422
32.40585387,8.466309258,6.780951673,-5.733001989,12.26894494
32.41585587,4.764197878,6.690156108,-3.169755432,8.803585614
32.42585687,1.839694697,6.866342071,-0.578142863,7.131996858
32.43585887,-1.289143821,6.73114509,1.210507834,6.959564299
32.44586087,-4.44536675,6.619162724,2.47090148,8.347451996
32.45586187,-7.70873055,6.151298933,3.177443936,10.36142631
32.46586387,-10.51294408,5.938859063,2.815824054,12.3984235
32.47586587,-12.43062148,6.066689723,1.899484669,13.96184503
32.48586687,-13.32791766,6.03694786,0.560950295,14.6421581
32.49586887,-12.90748882,5.852006276,-0.771171146,14.19309515
32.50587087,-10.78887886,5.658330706,-1.847056487,12.32185989
32.51587187,-8.13211808,5.155959572,-2.082751026,9.851553959
32.52587387,-6.003691821,4.637646005,-1.950688152,7.833087527
32.53587587,-3.942621394,4.619278731,-1.682313525,6.301759932
32.54587687,-1.651514778,4.944177514,-1.296687022,5.371572357
32.55587887,1.300295777,5.23949231,-0.642575379,5.436538595
32.56588087,4.913704165,4.739902112,0.441796904,6.841516291
32.57588187,9.229247525,3.107138477,1.97290114,9.936078618
32.58588387,13.93984164,0.417720993,4.604476797,14.68655447
32.59588587,17.82068778,-3.90792694,8.173666055,19.99143874
32.60588687,17.12530766,-8.36832922,10.42490606,21.72518729
32.61588887,13.57373811,-9.160597705,9.967849095,19.17083546
32.62589087,6.804938121,-7.799134351,9.372629439,13.96351897
32.63589187,0.811238314,-5.616444762,8.306508363,10.05985291
32.64589387,-2.203590462,-3.248587301,2.472059521,4.638987891
32.65589587,-3.987131569,-0.842953904,-3.465472517,5.349512987
32.66589687,-4.376786219,0.578473815,-5.576115346,7.112239585
32.67589887,-2.351375475,-1.475686957,-5.617947496,6.26641466
32.68590087,0.702722909,-7.705928564,-5.623303546,9.565390598
32.69590187,-0.299300551,-15.15110522,-8.309858817,17.28292
32.70590387,-4.053299246,-14.84961694,-10.43877332,18.59861141
32.71590487,-5.336387106,-7.877484702,-7.465034389,12.09373933
32.72590687,-2.129293693,-3.475437049,0.636868496,4.125306752
32.73590887,-3.564317943,-3.036028733,5.365108044,7.120829811
32.74590987,-6.364853282,-2.101226766,4.530477359,8.090224739
32.75591187,-6.879919306,-1.487050436,2.698170473,7.538218129
32.76591387,-6.616628541,-2.110516237,1.840974506,7.184931396
32.77591487,-7.100782675,-3.890573573,0.239836121,8.1003209
32.78591687,-7.505282528,-6.026572561,-1.856429866,9.802814622
32.79591887,-7.637649457,-8.053714519,-2.18735479,11.31284791
32.80591987,-7.623897391,-9.236420304,-1.952694916,12.13459059
32.81592187,-6.457307117,-8.290768243,-1.06366466,10.56243513
32.82592387,-3.880112904,-5.921593405,-1.20217409,7.180930799
32.83592487,-1.687867357,-3.748715444,-2.372665041,4.746714979
32.84592687,0.398896394,-1.825676728,-1.863864601,2.639356948
32.85592887,1.765430234,-0.337246934,-0.912637658,2.015784438
32.86592987,2.916981469,0.738826688,1.036716598,3.182676086
32.87593187,3.964767723,1.799729708,5.080782505,6.6912451
32.88593387,4.223218748,3.016073356,8.621385019,10.06283035
32.89593487,2.11872909,4.560116603,4.460713352,6.721728944
32.90593687,-0.243019784,6.306271783,-2.332439121,6.728179149
32.91593887,-1.295478402,7.956960057,-1.630698983,8.225001934
32.92593987,-2.311884696,8.0116707,1.147642956,8.417170701
32.93594187,-3.135428183,7.027471454,1.062453264,7.768209052
32.94594521,-2.90233244,6.39300821,-0.414712016,7.033212184
32.95594621,-1.90550774,6.046958293,-1.434987997,6.500450361
32.96594821,-1.471353147,5.920397649,-2.636246998,6.64573447
32.97595021,-1.515834671,5.647146737,-3.616414588,6.875061854
32.98595121,-0.851736934,5.485982271,-2.743263908,6.192491756
32.99595321,-0.228067942,5.373085985,-1.604880018,5.612281877
33.00595521,0.167864133,5.084197864,-0.188762228,5.090469278
33.01595621,0.537417225,4.573830662,1.424171087,4.820477931
33.02595821,0.821401725,3.951316788,2.606205173,4.804155551
33.03596021,0.721792579,3.22206667,3.808972755,5.040929637
33.04596121,0.164101888,2.203817918,4.747227504,5.236402565
33.05596321,-0.52430119,1.205761356,5.637568998,5.788863135
33.06596521,-0.552960805,0.529423862,6.34430909,6.390329655
33.07596621,0.853961726,0.627834256,7.602335783,7.675867107
33.08596821,2.789468021,1.147725987,8.413385525,8.937754907
33.09597021,4.566164963,1.183702735,6.952242932,8.401469896
33.10597121,5.469521189,0.460717324,4.7861378,7.28251588
33.11597321,6.404926005,-1.610486328,3.25784052,7.364120327
33.12597521,7.156209601,-4.0591067,2.730616965,8.66856113
33.13597621,5.862607278,-3.681304064,2.863121889,7.491303669
33.14597821,2.781204152,-1.453029581,4.610228995,5.576791451
33.15598021,1.322473827,-0.566783477,4.700419958,4.91570222
33.16598121,1.064582819,-0.013090162,3.217250319,3.388835721
33.17598321,1.559766118,1.525254389,2.568779485,3.370148266
33.18598521,2.103618131,1.646642001,2.234535681,3.482784637
33.19598621,1.932125289,0.741341575,3.197657468,3.808898627
33.20598821,1.717133694,0.583160943,2.048925029,2.73618687
33.21598921,1.475598518,1.026498004,0.134143459,1.802521458
33.22599121,1.256713994,0.311674721,-0.052568223,1.295852851
33.23599321,1.171743571,-1.670581087,1.639152303,2.617373576
33.24599421,-0.733142171,-6.13990271,4.29486702,7.528730667
33.25599621,-4.143871447,-11.59035905,4.677348599,13.16759976
33.26599821,-7.847400777,-16.12567118,2.027887186,18.04802749
33.27599921,-11.01249978,-19.25889935,-0.444501387,22.18959074
33.28600121,-12.90025815,-20.2988056,-0.894014715,24.06776748
33.29600321,-12.46238122,-17.38785115,-1.048763616,21.4184084
33.30600421,-8.295521445,-10.26953969,-2.936886561,13.52421622
33.31600621,-4.359975474,-5.417731816,-4.680440606,8.38258483
33.32600821,-0.970248154,-2.659619488,-5.891780791,6.536668738
33.33600921,4.339378949,-0.574907598,-5.612525958,7.117666474
33.34601121,8.451730396,0.557081777,-5.971892908,10.3636669
33.35601321,10.43656424,2.609888334,-6.950868251,12.80812085
33.36601421,12.11153659,5.569486942,-7.18420607,15.14335894
33.37601621,12.21504868,6.59590367,-8.241673851,16.14430386
33.38601821,10.63541284,6.50118053,-6.451035978,14.03542731
33.39601921,6.47194913,5.863939274,-3.187257611,9.296801623
33.40602121,2.87454384,5.724957975,-2.190486851,6.770256919
33.41602321,0.587437889,5.942648644,-0.960927912,6.048432742
33.42602421,-1.668681034,5.969424798,0.545920612,6.222263104
33.43602621,-3.77138159,6.067893664,0.886031511,7.199146092
33.44602821,-5.933000153,5.990909808,1.233829453,8.52137467
33.45602921,-7.957298026,5.621099145,1.252687601,9.822656143
33.46603121,-9.489163277,5.280330434,0.752427312,10.88541483
33.47603321,-10.23311037,5.048741518,0.082553622,11.41109784
33.48603421,-10.29281044,4.700631627,-0.406211042,11.32267159
33.49603621,-9.745566607,4.216144202,-0.903919021,10.65687618
33.50603821,-8.415054905,3.799065233,-1.435777079,9.343848325
33.51603921,-6.901086811,3.363503215,-1.720413398,7.867526633
33.52604121,-5.231279896,3.173846437,-2.002311757,6.43807758
33.53604321,-3.320418299,3.286571984,-1.961775935,5.06707982
33.54604421,-0.838471136,3.655748808,-1.71780934,4.125336607
33.55604621,2.377574363,3.744192622,-1.385015646,4.646515532
33.56604821,6.411921029,3.227796941,-0.376881408,7.188424304
33.57604921,10.9297839,2.312429949,2.667300391,11.48573026
33.58605121,14.28556294,1.122764223,6.5684545,15.76332778
33.59605321,15.79179166,-1.653271574,10.84402162,19.22776106
33.60605421,14.20304469,-4.220208017,12.84594103,19.61006974
33.61605621,9.765982161,-5.307993026,11.49601891,15.9908614
33.62605821,4.13643145,-5.679626266,9.790476732,12.05079476
33.63605921,-0.29145885,-5.008061269,6.265416702,8.026273879
33.64606121,-2.577265841,-3.675491931,-0.790704647,4.558152476
33.65606321,-2.700549705,-1.726365278,-5.732012056,6.567287719
33.66606421,-2.112904094,-1.9639587,-6.963636231,7.537488113
33.67606621,-0.005300355,-5.502287816,-8.150460795,9.833880744
33.68606821,1.285325297,-10.90232654,-11.43226905,15.84959182
33.69606921,-1.381576021,-14.34021219,-13.05586893,19.44238029
33.70607121,-2.528558242,-11.01353941,-8.394777346,14.07707157
33.71607321,-1.119735219,-5.916163096,-0.238511727,6.025917406
33.72607421,-3.744988428,-3.743128429,3.791681369,6.512510758
33.73607621,-6.146885455,-1.640117093,4.007625183,7.518992251
33.74607721,-6.949004744,-0.625903505,2.773497521,7.508176252
33.75607921,-6.876441382,-0.175533414,2.696265743,7.388241132
33.76608121,-6.725503696,-0.610630578,2.467047288,7.189686502
33.77608221,-6.603764666,-2.094893062,0.671524943,6.960548143
33.78608421,-6.526426468,-4.343752082,-0.909926158,7.89242613
33.79608621,-7.012378621,-6.930611742,-1.029412256,9.912947223
33.80608721,-7.919955368,-8.314575766,-0.763927323,11.50832082
33.81608921,-8.463760457,-7.742462552,-0.583898277,11.48572613
33.82609121,-7.44723371,-6.161474842,-0.586247396,9.683426469
33.83609221,-4.819556099,-4.90708921,-1.259280775,6.99238397
33.84609421,-2.156651061,-3.658508109,-1.405061948,4.473256583
33.85609621,-0.13455715,-2.092681645,-0.907234685,2.284840665
33.86609721,1.312283008,-0.606642192,0.25487516,1.468013211
33.87609921,2.308098332,1.030358335,2.875241997,3.828311998
33.88610121,2.200335755,2.393085857,4.651721422,5.675107888
33.89610221,0.654686132,3.561271251,4.825362385,6.032859107
33.90610421,-0.517421283,5.161656514,2.795956092,5.893029206
33.91610621,-1.528176389,6.57979576,1.828993122,6.998160555
33.92610721,-2.99660242,6.839771154,1.51893121,7.620318072
33.93610921,-3.522675243,6.180961273,1.284179535,7.229290436
33.94611075,-2.090050398,5.744363129,0.353633025,6.122995569
33.95611175,-0.117015174,5.675484098,-1.394402766,5.845440221
33.96611375,1.187599539,5.450280926,-2.963954199,6.316722199
33.97611575,1.709892502,5.004020843,-3.555690669,6.372353811
33.98611675,1.16425285,4.447722008,-3.006968656,5.493594111
33.99611875,0.418677378,4.169216203,-1.367494757,4.40768606
34.00612075,0.91397192,4.182354897,0.446879888,4.304316297
34.01612175,1.944101264,4.196804536,1.684526111,4.92243093
34.02612375,2.784649916,4.040814856,2.479322932,5.498136235
34.03612575,2.593010346,3.548903221,3.387545212,5.549223305
34.04612675,1.881265622,2.774085166,4.008396138,5.225126645
34.05612875,1.034500649,1.881487817,4.316125742,4.820698022
34.06613075,1.07966425,1.400606369,4.535218574,4.867810659
34.07613175,2.230545249,1.468531135,5.44796309,6.06730728
34.08613375,3.830060738,1.759950516,6.498130038,7.74548159
34.09613575,5.386498913,1.838541772,6.712849152,8.800963023
34.10613675,6.541943809,0.942446033,5.544794735,8.627281263
34.11613875,7.171457385,-0.946859511,3.410648146,7.997428633
34.12614075,7.91896368,-3.255418019,1.772825646,8.743605836
34.13614175,7.970227974,-3.832063994,1.656793937,8.997456005
34.14614375,5.222072285,-1.7079752,3.488925991,6.508442426
34.15614575,2.260599206,-0.125796413,3.66191879,4.305320282
34.16614675,1.803144921,0.519622759,1.606199149,2.47006379
34.17614875,2.332096328,1.286780376,1.339505889,2.981401189
34.18615075,1.987006963,2.155871335,1.489881073,3.288726728
34.19615175,0.782395534,2.684446181,1.903987756,3.382833642
34.20615375,0.055780025,2.650853342,1.921276803,3.274360916
34.21615575,0.067590049,2.174661947,-0.247045007,2.189692726
34.22615675,0.392207654,0.739968649,0.192215959,0.85925981
34.23615875,-0.052728363,-2.936810839,2.381046586,3.781140176
34.24616075,-2.192872223,-8.789126433,4.182317182,9.977434994
34.25616175,-5.963057181,-15.51508621,4.39943307,17.19392225
34.26616375,-10.11579768,-21.41984314,2.497988999,23.81971856
34.27616575,-12.99647759,-24.91246224,0.169700232,28.09925271
34.28616675,-13.80943119,-23.10352784,-1.670999455,26.96786287
34.29616875,-9.642326998,-13.69006379,-4.208706543,17.26573274
34.30617075,-5.090062621,-6.176942482,-6.006883231,10.00729744
34.31617175,-0.281187667,-2.666082416,-7.07534027,7.566207893
34.32617375,4.720750142,-0.575423323,-8.747527587,9.956697886
34.33617575,9.534119595,1.584413593,-8.517951282,12.88275192
34.34617675,13.97714453,4.019137473,-6.204579931,15.81173133
34.35617875,13.61298228,4.896240286,-6.583635042,15.89436082
34.36618075,9.975990758,4.645574244,-7.745213667,13.45697167
34.37618175,5.539686608,3.825627379,-7.372547809,9.983887708
34.38618375,3.169804841,4.465832005,-5.198969936,7.551199019
34.39618575,1.510378634,4.859448436,-3.148219552,5.983875756
34.40618675,-0.21625664,5.192374277,-1.557983594,5.425387585
34.41618875,-1.75546,5.141001225,0.163150765,5.434901249
34.42618975,-3.34013014,4.764414225,1.153983969,5.931929809
34.43619175,-4.988446784,4.392171121,1.08860859,6.735045444
34.44619375,-6.389877026,3.899511042,0.720587761,7.520369771
34.45619475,-7.309004948,3.526688479,0.448222701,8.127729606
34.46619675,-7.758577479,3.583766659,-0.512199719,8.561615298
34.47619875,-7.738881717,3.85749412,-2.042880909,8.885038747
34.48619975,-7.23792327,3.799872149,-3.473540213,8.882119298
34.49620175,-6.364757972,3.41757008,-4.327900865,8.421440209
34.50620375,-5.236938246,3.171494687,-4.552983584,7.629781141
34.51620475,-4.046766737,3.298458788,-4.035256492,6.598442722
34.52620675,-2.938303049,3.585216769,-3.517868831,5.819175646
34.53620875,-1.758000469,3.853160164,-3.278580886,5.355978111
34.54620975,0.299300258,4.365059921,-2.74819428,5.166807579
34.55621175,3.442466939,4.806903017,-1.840356455,6.192237651
34.56621375,6.916802958,4.212260481,-1.076967368,8.169771125
34.57621475,11.17390398,3.414385686,1.627804319,11.79677527
34.58621675,15.3611033,1.966220988,6.149828358,16.66283014
34.59621875,17.89048249,-2.11431108,10.48569372,20.84441047
34.60621975,16.98594278,-5.76976168,13.96210433,22.73219654
34.61622175,10.93015812,-7.557647853,13.97856892,19.28695898
34.62622375,3.796775463,-7.299555262,10.25028949,13.14410307
34.63622475,-0.845304193,-6.044475566,3.754217966,7.165499046
34.64622675,-3.548462926,-5.206387714,-4.492680957,7.738361864
34.65622875,-3.10013439,-4.32493925,-7.820318813,9.459033729
34.66622975,-1.034868147,-4.403500686,-6.148030924,7.632827433
34.67623175,1.179279317,-5.293394283,-6.526345192,8.485511435
34.68623375,2.518115992,-6.344292718,-7.183873948,9.909541015
34.69623475,0.898633723,-7.447656464,-7.077165186,10.31316617
34.70623675,-1.584095213,-6.686933123,-5.43473201,8.76132092
34.71623875,-2.292529097,-5.556375146,-3.151043757,6.786609697
34.72623975,-3.831964299,-4.070118762,-2.046968113,5.953141656
34.73624175,-5.162292691,-2.058799953,-1.461771461,5.746712006
34.74624375,-6.268791715,-1.940457571,-0.61018005,6.590557248
34.75624475,-6.361421551,-2.337708632,-0.278595268,6.783080504
34.76624675,-6.177413768,-2.591005921,0.071408536,6.699167987
34.77624875,-6.246455936,-3.243174534,1.02294085,7.112158659
34.78624975,-6.341934536,-3.984806131,2.391272051,7.862378494
34.79625175,-6.79945928,-5.036587495,3.135623188,9.02396769
34.80625375,-7.445514629,-5.482033061,2.620878761,9.610274713
34.81625475,-8.444827173,-5.353775555,1.082935329,10.05737379
34.82625675,-8.880062331,-5.246428862,0.23288729,10.31672231
34.83625875,-8.080044531,-4.483687062,0.448937231,9.251600615
34.84625975,-5.883862492,-3.095863291,0.720389248,6.687538262
34.85626175,-3.483932469,-1.895706491,0.87086208,4.060774472
34.86626375,-1.557477517,-1.097767376,0.622264783,2.004505647
34.87626475,-0.064868572,-0.378996638,1.173607371,1.23499014
34.88626675,1.004977326,0.417992889,2.366856271,2.605130724
34.89626875,1.376691257,1.368836693,2.988355215,3.563602054
34.90626975,1.284841732,2.288820062,2.872254655,3.890933352
34.91627175,0.776932188,3.124489505,2.320149443,3.968520093
34.92627375,0.024942541,4.042988266,1.566102745,4.335787594
34.93627475,-0.47334435,4.999807924,0.853335051,5.094145155
34.94627571,-0.639004411,5.339561559,0.006211351,5.377665187
34.95627771,-0.487762999,5.098096111,-0.44105957,5.14033367
34.96627871,-0.048326803,4.975494032,-1.30009741,5.142774506
34.97628071,0.531998501,4.846608535,-2.449959092,5.456641481
34.98628271,0.613269426,4.425020193,-3.181039097,5.484151059
34.99628371,0.601965808,4.201130306,-3.676291246,5.61488878
35.00628571,0.442202335,4.197643027,-2.515744362,4.913727666
35.01628771,0.300794551,4.188464068,-0.529675877,4.232524677
35.02628871,0.531934985,4.232986522,0.953517151,4.371535735
35.03629071,1.056080018,4.393950428,1.691780167,4.825373095
35.04629271,1.505448408,4.400742554,1.422592923,4.863813377
35.05629371,1.735337246,3.96705223,1.208988288,4.49561469
35.06629571,1.50973354,3.316223799,1.188952804,3.832785464
35.07629771,0.747654595,2.623270272,1.142692704,2.957411187
35.08629871,0.077037578,2.020616466,1.362433261,2.438247338
35.09630071,-0.030952382,1.586442577,2.166430675,2.68536403
35.10630271,0.37737177,1.282490274,3.465773356,3.714670337
35.11630371,1.573094992,0.844147321,4.726481583,5.052409396
35.12630571,2.644531918,-0.128258091,5.686996681,6.273111704
35.13630771,3.435081029,-1.457607366,6.107286356,7.157048801
35.14630871,4.076185248,-2.420276579,5.761488454,7.461083977
35.15631071,4.662265121,-2.798877361,5.126471479,7.473362052
35.16631271,5.340309418,-3.213070144,3.231019342,7.020128946
35.17631371,5.197803417,-3.743154157,1.738911649,6.637181414
35.18631571,3.558024877,-3.992903355,2.172106129,5.772422652
35.19631671,1.843532663,-4.039145476,4.022655158,5.991248899
35.20631871,1.652377389,-3.221550946,6.075562872,7.072567126
35.21632071,1.995854238,-1.875987341,6.761914893,7.295632643
35.22632271,2.455267195,-0.123157564,5.740115127,6.2443916
35.23632371,3.059558221,0.99463828,4.0096299,5.140752256
35.24632571,3.048731517,2.065325446,2.878154495,4.673767898
35.25632671,2.6555355,3.618305578,1.708417835,4.802363537
35.26632871,2.217156879,4.441123425,1.285634907,5.127593882
35.27633071,1.954937324,4.867594192,0.555858466,5.274867941
35.28633171,2.271248886,5.16680031,-0.81097095,5.701935709
35.29633371,3.110236917,4.561632786,-0.436892259,5.538315827
35.30633571,3.265179945,2.26006287,1.196305239,4.147340169
35.31633671,1.505826138,-1.959452251,2.79997079,3.734541727
35.32633871,-1.445114498,-7.336275777,3.462507686,8.240039906
35.33634071,-5.064824284,-12.78306708,3.084680491,14.09164656
35.34634171,-8.288075016,-17.34620728,2.372458196,19.3703808
35.35634371,-10.25350429,-19.85483588,1.697199367,22.41047397
35.36634571,-10.40925424,-18.61373979,0.877090826,21.34462863
35.37634671,-7.827057145,-12.83426881,-1.363686757,15.09440032
35.38634871,-5.351768206,-7.453448716,-3.517373572,9.826863057
35.39635071,-2.914346129,-4.014762586,-5.370333701,7.311102245
35.40635171,0.180691901,-1.659406473,-6.929948083,7.12814561
35.41635371,2.909048259,-0.709303511,-7.505943264,8.081142093
35.42635571,5.820030777,0.696569445,-7.481839871,9.50451972
35.43635671,8.91035734,3.25138227,-6.762459269,11.64889737
35.44635871,11.23672881,5.505383332,-5.888753103,13.82934319
35.45636071,11.1539182,6.893744463,-6.433672671,14.6056752
35.46636171,8.544861923,6.48341552,-5.494359577,12.05144511
35.47636371,3.99621171,4.870425999,-3.715158858,7.313902021
35.48636571,1.162847033,4.817570093,-2.383335625,5.49922572
35.49636671,-0.66801296,4.929082927,-0.320794623,4.984476804
35.50636871,-2.840009599,4.805133065,1.172545955,5.703492116
35.51637071,-4.694534443,4.781458858,1.529300078,6.873118737
35.52637171,-6.311361784,4.65542271,1.192877601,7.932793023
35.53637371,-7.721362875,4.529307624,0.382714005,8.959940971
35.54637571,-8.757566671,4.240822375,-0.608080899,9.749323607
35.55637671,-9.16539593,3.760218086,-1.616050538,10.03769605
35.56637871,-8.617483172,3.461458696,-2.641597492,9.655089323
35.57638071,-7.421206584,3.324553158,-3.391139203,8.810606446
35.58638171,-6.206605407,3.218482912,-3.407492696,7.777633921
35.59638371,-5.085466125,3.258968448,-3.222714834,6.8460742
35.60638571,-3.953390796,3.458612271,-2.90099255,6.000587921
35.61638671,-2.666157845,3.810767266,-2.417719007,5.241727769
35.62638871,-1.069454135,4.209139822,-1.916309155,4.746875917
35.63639071,0.940944906,4.554037837,-1.121689213,4.783599547
35.64639171,3.732283891,4.66387369,0.144270983,5.975154806
35.65639371,6.857097039,3.681197644,1.284466633,7.888019424
35.66639571,9.407008728,1.964304855,2.552391201,9.943088434
35.67639671,11.59687636,0.543891628,5.203069419,12.72223608
35.68639871,12.14874125,-1.73823805,8.281287568,14.80517171
35.69640071,10.06361713,-4.011243147,10.58571619,15.14674383
35.70640171,6.695778791,-4.601536524,10.50108242,13.27706006
35.71640371,4.218905257,-4.50650933,10.92936991,12.55224739
35.72640571,1.777399777,-4.236458014,10.96901754,11.89226944
35.73640671,-0.474036112,-3.328414074,9.151046863,9.749087607
35.74640871,-1.300392987,-1.062986383,3.341229417,3.739622439
35.75641071,-0.841346943,0.184690154,-2.873529932,2.999858231
35.76641171,0.422752084,-1.967727816,-5.461831516,5.820848357
35.77641371,2.287191904,-6.124678899,-7.263159853,9.772227457
35.78641571,1.463179032,-11.50462016,-10.70342415,15.78164967
35.79641671,-2.46475284,-12.82976061,-15.35716461,20.1623478
35.80641871,-5.720070872,-10.08035654,-15.3508274,19.23488239
35.81642071,-1.761746926,-6.435389999,-5.245927756,8.487505799
35.82642171,2.052115124,-3.07397307,4.3626994,5.71783464
35.83642371,-1.123459457,-1.794185379,8.322249067,8.587263351
35.84642571,-4.574964145,-0.390935483,6.661756766,8.090867116
35.85642671,-4.516605132,1.275411635,7.382997369,8.748431111
35.86642871,-5.727725462,0.128811237,5.377211781,7.857342924
35.87643071,-6.131568089,-0.97960041,1.670985129,6.430236037
35.88643171,-6.314045656,-2.65707478,-0.425284951,6.863533071
35.89643371,-7.65733294,-5.793713629,-3.20112896,10.12171389
35.90643571,-9.084357029,-8.662844117,-3.505520389,13.03299981
35.91643671,-9.448930925,-9.348663456,-2.661314011,13.55589895
35.92643871,-6.578467857,-7.808437271,-2.911612263,10.6172227
35.93644071,-3.166778322,-5.449423724,-3.4752055,7.197343756
35.94644212,-1.416480975,-3.577087385,-3.523183658,5.216780195
35.95644412,-0.113534217,-2.388356044,-2.418040019,3.400595852
35.96644612,1.078979688,-1.074564455,-0.90500061,1.771415264
35.97644712,2.047461033,0.343245007,2.039876025,2.910499616
35.98644912,2.274302448,1.58846279,5.706092518,6.344695224
35.99645112,1.08680202,2.460694873,7.252695091,7.735486021
36.00645212,-0.503028471,3.341890737,3.648737411,4.973384767
36.01645412,-1.020464116,4.915086447,1.017397982,5.12196451
36.02645612,-1.034533978,6.45283809,0.907880217,6.598001702
36.03645712,-1.072762416,6.93041703,0.851820768,7.064495596
36.04645912,-0.942397574,6.728085827,0.729154809,6.832782655
36.05646112,-0.697521372,6.444326883,0.029912455,6.482035158
36.06646212,-0.527243326,6.144463538,-1.324577948,6.307687725
36.07646412,-0.69845086,5.476247241,-2.99904334,6.282625121
36.08646612,-1.562237005,4.529655533,-4.040448235,6.267661896
36.09646712,-1.803381002,4.214987622,-2.90798699,5.429059958
36.10646912,-1.289927933,4.376501167,-1.750869351,4.887046145
36.11647112,-0.678409017,4.261419193,-0.502217937,4.344209385
36.12647212,0.120605035,4.036865646,0.394119438,4.057851642
36.13647412,0.961293948,3.825043243,0.986063119,4.065385878
36.14647612,1.367772792,3.399513293,1.958066315,4.154698152
36.15647712,1.202049836,2.764258921,2.548204302,3.947074404
36.16647912,0.761315591,2.23552386,2.97595327,3.799140196
36.17648112,0.416512739,2.067262629,3.834296461,4.375944126
36.18648212,0.893509442,2.160198274,5.144733503,5.650937845
36.19648412,1.936140572,2.33653685,6.613339482,7.276283658
36.20648612,3.381598594,2.11452041,7.487518103,8.483474108
36.21648712,4.559140995,1.005511177,7.389183723,8.740529471
36.22648912,5.639122603,-0.561274815,6.607912681,8.705127406
36.23649112,6.869398996,-2.598190395,5.930792245,9.439996427
36.24649212,7.495956804,-4.201041428,3.589360106,9.312444548
36.25649412,4.811897124,-2.886703709,2.59082875,6.18059915
36.26649612,2.153418135,0.496029829,4.642178766,5.141311015
36.27649712,1.347579725,1.51863768,5.511600677,5.87366781
36.28649912,1.230467012,1.939288713,4.364157695,4.931608477
36.29650112,1.680642098,1.941222387,3.244859117,4.13787541
36.30650212,2.091247615,2.377491333,1.668718164,3.579162183
36.31650412,1.242616357,2.822076774,0.672450119,3.156010439
36.32650612,0.19116706,2.78724491,0.883684366,2.930217926
36.33650712,0.075071607,2.417637146,1.41548344,2.802534297
36.34650912,1.053717231,1.451598183,1.493723717,2.334238169
36.35651112,1.674013987,-1.407525964,1.97262135,2.945282187
36.36651212,0.47936658,-6.323504112,3.312151798,7.154498312
36.37651412,-2.728184816,-12.62143835,4.118846533,13.55391439
36.38651612,-6.516831188,-18.44803321,3.096633369,19.80878988
36.39651712,-10.33511622,-22.93477954,1.337223721,25.19140542
36.40651912,-12.43037005,-23.98108732,-0.052178214,27.0112823
